experiment_id,model,input_mode,is_baseline,split,sample_id,speaker_id,noise_id,noise_category,target_snr_db,input_snr_db,output_snr_db,delta_snr_db,si_sdr_db,stoi,pesq,pesq_error,output_rms,clipping_count,nonfinite_count
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__-5dB,SPK_002,tactical_siren_glide,NON_STATIONARY,-5.0,-5.0,-9.86,-4.86,-11.15,0.8449,1.3245,,0.3207,15,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+0dB,SPK_002,tactical_siren_glide,NON_STATIONARY,0.0,0.0,0.0,0.0,-0.06,0.862,1.0963,,0.14,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+0dB,SPK_002,tactical_siren_glide,NON_STATIONARY,0.0,0.0,5.14,5.14,4.7,0.878,1.0907,,0.1087,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+0dB,SPK_002,tactical_siren_glide,NON_STATIONARY,0.0,0.0,4.56,4.56,2.71,0.8989,1.2393,,0.0767,2,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+0dB,SPK_002,tactical_siren_glide,NON_STATIONARY,0.0,0.0,5.29,5.29,4.04,0.8914,1.2137,,0.0728,3,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+0dB,SPK_002,tactical_siren_glide,NON_STATIONARY,0.0,0.0,-3.21,-3.21,-4.65,0.8777,1.304,,0.1657,6,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+0dB,SPK_002,tactical_siren_glide,NON_STATIONARY,0.0,0.0,-4.82,-4.82,-5.85,0.8793,1.355,,0.1938,13,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+5dB,SPK_002,tactical_siren_glide,NON_STATIONARY,5.0,5.79,5.79,0.0,4.96,0.9098,1.2411,,0.1013,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+5dB,SPK_002,tactical_siren_glide,NON_STATIONARY,5.0,5.79,9.35,3.57,9.34,0.9283,1.2138,,0.0832,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+5dB,SPK_002,tactical_siren_glide,NON_STATIONARY,5.0,5.79,5.96,0.18,6.77,0.9282,1.4693,,0.0623,1,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+5dB,SPK_002,tactical_siren_glide,NON_STATIONARY,5.0,5.79,5.79,-0.0,9.97,0.9318,1.4698,,0.0535,1,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+5dB,SPK_002,tactical_siren_glide,NON_STATIONARY,5.0,5.79,5.05,-0.73,3.45,0.9229,1.4906,,0.086,4,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+5dB,SPK_002,tactical_siren_glide,NON_STATIONARY,5.0,5.79,-0.77,-6.55,-3.35,0.9304,1.6724,,0.1268,4,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+10dB,SPK_002,tactical_siren_glide,NON_STATIONARY,10.0,10.38,10.38,0.0,9.98,0.9479,1.4965,,0.0927,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+10dB,SPK_002,tactical_siren_glide,NON_STATIONARY,10.0,10.38,10.56,0.18,12.74,0.9584,1.4417,,0.0776,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+10dB,SPK_002,tactical_siren_glide,NON_STATIONARY,10.0,10.38,6.97,-3.41,10.96,0.9543,1.8108,,0.0602,0,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+10dB,SPK_002,tactical_siren_glide,NON_STATIONARY,10.0,10.38,5.68,-4.7,13.09,0.9566,1.859,,0.05,0,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+10dB,SPK_002,tactical_siren_glide,NON_STATIONARY,10.0,10.38,7.76,-2.61,7.75,0.952,1.7931,,0.0767,2,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_002__tactical_siren_glide__+10dB,SPK_002,tactical_siren_glide,NON_STATIONARY,10.0,10.38,5.12,-5.25,3.53,0.9544,1.9264,,0.0811,3,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__-5dB,SPK_003,tactical_siren_glide,NON_STATIONARY,-5.0,-4.88,-4.88,0.0,-5.01,0.7936,1.3689,,0.2111,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__-5dB,SPK_003,tactical_siren_glide,NON_STATIONARY,-5.0,-4.88,2.13,7.01,1.51,0.8135,1.0482,,0.1271,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__-5dB,SPK_003,tactical_siren_glide,NON_STATIONARY,-5.0,-4.88,1.36,6.23,-1.94,0.8591,1.1749,,0.1022,4,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__-5dB,SPK_003,tactical_siren_glide,NON_STATIONARY,-5.0,-4.88,2.77,7.65,-0.05,0.8395,1.1401,,0.0907,4,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__-5dB,SPK_003,tactical_siren_glide,NON_STATIONARY,-5.0,-4.88,-10.26,-5.39,-11.48,0.8078,1.259,,0.3539,12,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__-5dB,SPK_003,tactical_siren_glide,NON_STATIONARY,-5.0,-4.88,-10.05,-5.17,-11.28,0.8191,1.3764,,0.3457,16,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+0dB,SPK_003,tactical_siren_glide,NON_STATIONARY,0.0,0.93,0.93,0.0,-0.01,0.8547,1.1244,,0.1322,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+0dB,SPK_003,tactical_siren_glide,NON_STATIONARY,0.0,0.93,5.73,4.79,4.63,0.8667,1.113,,0.1017,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+0dB,SPK_003,tactical_siren_glide,NON_STATIONARY,0.0,0.93,3.97,3.04,1.77,0.8937,1.3242,,0.0776,2,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+0dB,SPK_003,tactical_siren_glide,NON_STATIONARY,0.0,0.93,4.61,3.68,3.31,0.8817,1.282,,0.0693,3,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+0dB,SPK_003,tactical_siren_glide,NON_STATIONARY,0.0,0.93,-1.07,-2.01,-3.42,0.8701,1.3442,,0.1395,6,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+0dB,SPK_003,tactical_siren_glide,NON_STATIONARY,0.0,0.93,-4.7,-5.63,-6.92,0.8701,1.533,,0.196,13,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+5dB,SPK_003,tactical_siren_glide,NON_STATIONARY,5.0,5.8,5.8,0.0,5.0,0.9066,1.2879,,0.1073,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+5dB,SPK_003,tactical_siren_glide,NON_STATIONARY,5.0,5.8,9.58,3.78,9.6,0.9241,1.2682,,0.0886,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+5dB,SPK_003,tactical_siren_glide,NON_STATIONARY,5.0,5.8,6.09,0.29,6.31,0.9298,1.562,,0.0695,1,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+5dB,SPK_003,tactical_siren_glide,NON_STATIONARY,5.0,5.8,5.89,0.09,9.63,0.9314,1.5769,,0.0577,1,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+5dB,SPK_003,tactical_siren_glide,NON_STATIONARY,5.0,5.8,5.32,-0.48,3.82,0.9175,1.5793,,0.0908,4,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+5dB,SPK_003,tactical_siren_glide,NON_STATIONARY,5.0,5.8,-1.27,-7.07,-3.79,0.9245,1.9532,,0.1406,5,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+10dB,SPK_003,tactical_siren_glide,NON_STATIONARY,10.0,10.0,10.0,0.0,10.0,0.9484,1.5436,,0.1101,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+10dB,SPK_003,tactical_siren_glide,NON_STATIONARY,10.0,10.0,11.83,1.83,13.21,0.9669,1.6136,,0.0877,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+10dB,SPK_003,tactical_siren_glide,NON_STATIONARY,10.0,10.0,8.68,-1.32,10.8,0.9574,1.8835,,0.0754,1,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+10dB,SPK_003,tactical_siren_glide,NON_STATIONARY,10.0,10.0,6.45,-3.55,13.78,0.9646,2.1038,,0.0575,0,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+10dB,SPK_003,tactical_siren_glide,NON_STATIONARY,10.0,10.0,9.25,-0.75,8.82,0.9432,1.9538,,0.0931,2,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_003__tactical_siren_glide__+10dB,SPK_003,tactical_siren_glide,NON_STATIONARY,10.0,10.0,5.76,-4.24,4.42,0.9525,2.3867,,0.0909,3,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__-5dB,SPK_004,tactical_siren_glide,NON_STATIONARY,-5.0,-4.55,-4.55,0.0,-5.22,0.7817,1.0582,,0.2073,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__-5dB,SPK_004,tactical_siren_glide,NON_STATIONARY,-5.0,-4.55,2.42,6.97,1.47,0.8085,1.0537,,0.125,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__-5dB,SPK_004,tactical_siren_glide,NON_STATIONARY,-5.0,-4.55,3.14,7.69,0.48,0.8693,1.171,,0.0905,4,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__-5dB,SPK_004,tactical_siren_glide,NON_STATIONARY,-5.0,-4.55,2.31,6.86,-0.8,0.8463,1.1806,,0.0946,4,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__-5dB,SPK_004,tactical_siren_glide,NON_STATIONARY,-5.0,-4.55,-9.5,-4.94,-11.53,0.7994,1.1483,,0.3318,13,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__-5dB,SPK_004,tactical_siren_glide,NON_STATIONARY,-5.0,-4.55,-7.71,-3.15,-9.44,0.8308,1.3552,,0.2753,17,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+0dB,SPK_004,tactical_siren_glide,NON_STATIONARY,0.0,-0.0,-0.0,0.0,-0.12,0.8585,1.1324,,0.1513,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+0dB,SPK_004,tactical_siren_glide,NON_STATIONARY,0.0,-0.0,6.67,6.67,6.02,0.8935,1.167,,0.1098,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+0dB,SPK_004,tactical_siren_glide,NON_STATIONARY,0.0,-0.0,3.51,3.51,1.27,0.9074,1.3463,,0.0962,3,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+0dB,SPK_004,tactical_siren_glide,NON_STATIONARY,0.0,-0.0,5.85,5.85,5.36,0.9082,1.4134,,0.0747,3,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+0dB,SPK_004,tactical_siren_glide,NON_STATIONARY,0.0,-0.0,-2.49,-2.49,-4.15,0.8677,1.3366,,0.1674,8,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+0dB,SPK_004,tactical_siren_glide,NON_STATIONARY,0.0,-0.0,-5.12,-5.12,-6.6,0.8983,1.6609,,0.2137,9,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+5dB,SPK_004,tactical_siren_glide,NON_STATIONARY,5.0,5.0,5.0,0.0,4.93,0.9185,1.3016,,0.1228,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+5dB,SPK_004,tactical_siren_glide,NON_STATIONARY,5.0,5.0,9.03,4.03,8.48,0.9304,1.3018,,0.1035,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+5dB,SPK_004,tactical_siren_glide,NON_STATIONARY,5.0,5.0,6.15,1.15,5.07,0.9399,1.5919,,0.086,3,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+5dB,SPK_004,tactical_siren_glide,NON_STATIONARY,5.0,5.0,6.67,1.67,7.95,0.9361,1.6303,,0.0701,2,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+5dB,SPK_004,tactical_siren_glide,NON_STATIONARY,5.0,5.0,5.39,0.39,4.14,0.9236,1.5523,,0.1026,3,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+5dB,SPK_004,tactical_siren_glide,NON_STATIONARY,5.0,5.0,-1.77,-6.77,-3.34,0.9275,1.8338,,0.1582,4,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+10dB,SPK_004,tactical_siren_glide,NON_STATIONARY,10.0,10.36,10.36,0.0,9.96,0.9587,1.5637,,0.1003,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+10dB,SPK_004,tactical_siren_glide,NON_STATIONARY,10.0,10.36,10.58,0.22,12.65,0.9673,1.548,,0.0845,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+10dB,SPK_004,tactical_siren_glide,NON_STATIONARY,10.0,10.36,7.37,-2.99,9.89,0.9636,1.8845,,0.0702,2,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+10dB,SPK_004,tactical_siren_glide,NON_STATIONARY,10.0,10.36,5.84,-4.52,13.0,0.9643,2.0162,,0.0554,0,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+10dB,SPK_004,tactical_siren_glide,NON_STATIONARY,10.0,10.36,7.47,-2.88,7.51,0.9559,1.8947,,0.0812,3,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_004__tactical_siren_glide__+10dB,SPK_004,tactical_siren_glide,NON_STATIONARY,10.0,10.36,6.84,-3.52,6.53,0.9525,2.1389,,0.0803,2,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__-5dB,SPK_005,tactical_siren_glide,NON_STATIONARY,-5.0,-4.41,-4.41,0.0,-5.3,0.7616,1.0392,,0.2063,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__-5dB,SPK_005,tactical_siren_glide,NON_STATIONARY,-5.0,-4.41,2.48,6.89,1.35,0.7846,1.0787,,0.1242,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__-5dB,SPK_005,tactical_siren_glide,NON_STATIONARY,-5.0,-4.41,1.0,5.41,-2.34,0.8503,1.2198,,0.1104,6,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__-5dB,SPK_005,tactical_siren_glide,NON_STATIONARY,-5.0,-4.41,2.78,7.19,-0.26,0.8325,1.2448,,0.0884,4,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__-5dB,SPK_005,tactical_siren_glide,NON_STATIONARY,-5.0,-4.41,-9.04,-4.63,-11.07,0.781,1.2648,,0.3205,12,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__-5dB,SPK_005,tactical_siren_glide,NON_STATIONARY,-5.0,-4.41,-9.14,-4.73,-11.11,0.8113,1.48,,0.3241,17,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+0dB,SPK_005,tactical_siren_glide,NON_STATIONARY,0.0,-0.0,-0.0,0.0,-0.16,0.851,1.1747,,0.1531,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+0dB,SPK_005,tactical_siren_glide,NON_STATIONARY,0.0,-0.0,6.65,6.65,5.94,0.8815,1.2267,,0.1102,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+0dB,SPK_005,tactical_siren_glide,NON_STATIONARY,0.0,-0.0,5.07,5.07,3.45,0.9024,1.3876,,0.0916,3,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+0dB,SPK_005,tactical_siren_glide,NON_STATIONARY,0.0,-0.0,5.7,5.7,5.36,0.9019,1.515,,0.0733,2,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+0dB,SPK_005,tactical_siren_glide,NON_STATIONARY,0.0,-0.0,-3.54,-3.54,-5.01,0.8651,1.3814,,0.1872,8,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+0dB,SPK_005,tactical_siren_glide,NON_STATIONARY,0.0,-0.0,-5.18,-5.18,-6.72,0.886,1.6766,,0.2175,11,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+5dB,SPK_005,tactical_siren_glide,NON_STATIONARY,5.0,5.77,5.77,0.0,4.91,0.9164,1.3692,,0.1108,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+5dB,SPK_005,tactical_siren_glide,NON_STATIONARY,5.0,5.77,10.02,4.26,10.51,0.9421,1.4588,,0.0901,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+5dB,SPK_005,tactical_siren_glide,NON_STATIONARY,5.0,5.77,6.52,0.76,6.78,0.9368,1.6299,,0.0751,1,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+5dB,SPK_005,tactical_siren_glide,NON_STATIONARY,5.0,5.77,5.83,0.06,10.64,0.9468,1.8757,,0.0582,1,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+5dB,SPK_005,tactical_siren_glide,NON_STATIONARY,5.0,5.77,2.3,-3.46,0.05,0.9227,1.5547,,0.1105,5,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+5dB,SPK_005,tactical_siren_glide,NON_STATIONARY,5.0,5.77,5.79,0.02,4.48,0.9351,1.9257,,0.0906,3,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+10dB,SPK_005,tactical_siren_glide,NON_STATIONARY,10.0,10.0,10.0,0.0,9.95,0.9609,1.6589,,0.114,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+10dB,SPK_005,tactical_siren_glide,NON_STATIONARY,10.0,10.0,11.14,1.14,11.75,0.9686,1.6597,,0.0928,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+10dB,SPK_005,tactical_siren_glide,NON_STATIONARY,10.0,10.0,9.25,-0.75,10.75,0.9645,1.9673,,0.0828,1,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+10dB,SPK_005,tactical_siren_glide,NON_STATIONARY,10.0,10.0,6.35,-3.65,12.08,0.9674,2.1513,,0.0605,1,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+10dB,SPK_005,tactical_siren_glide,NON_STATIONARY,10.0,10.0,4.72,-5.28,3.46,0.9551,1.7924,,0.1084,4,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_005__tactical_siren_glide__+10dB,SPK_005,tactical_siren_glide,NON_STATIONARY,10.0,10.0,8.68,-1.32,8.93,0.9528,2.0986,,0.0866,2,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_006__tactical_siren_glide__-5dB,SPK_006,tactical_siren_glide,NON_STATIONARY,-5.0,-3.46,-3.46,0.0,-4.95,0.7466,1.0739,,0.1905,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_006__tactical_siren_glide__-5dB,SPK_006,tactical_siren_glide,NON_STATIONARY,-5.0,-3.46,2.46,5.92,0.84,0.7704,1.0747,,0.121,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__tactical_siren_glide__-5dB,SPK_006,tactical_siren_glide,NON_STATIONARY,-5.0,-3.46,2.09,5.55,-1.49,0.8194,1.1787,,0.0925,5,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__tactical_siren_glide__-5dB,SPK_006,tactical_siren_glide,NON_STATIONARY,-5.0,-3.46,2.91,6.37,-0.2,0.8135,1.1941,,0.0796,4,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__tactical_siren_glide__-5dB,SPK_006,tactical_siren_glide,NON_STATIONARY,-5.0,-3.46,-7.29,-3.83,-10.59,0.7425,1.2194,,0.2677,10,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__tactical_siren_glide__-5dB,SPK_006,tactical_siren_glide,NON_STATIONARY,-5.0,-3.46,-10.05,-6.59,-13.07,0.7821,1.4685,,0.3632,16,0
B0,NOISY,RAW_PRIMARY,True,TEST_B_UNSEEN_NOISE_REC,SPK_006__tactical_siren_glide__+0dB,SPK_006,tactical_siren_glide,NON_STATIONARY,0.0,0.94,0.94,0.0,0.03,0.8411,1.1576,,0.1413,0,0
B1,NLMS_ONLY,NLMS_RESIDUAL,True,TEST_B_UNSEEN_NOISE_REC,SPK_006__tactical_siren_glide__+0dB,SPK_006,tactical_siren_glide,NON_STATIONARY,0.0,0.94,6.04,5.1,5.02,0.8622,1.18,,0.1087,0,0
E1,TinyEnhancer,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__tactical_siren_glide__+0dB,SPK_006,tactical_siren_glide,NON_STATIONARY,0.0,0.94,2.95,2.01,0.11,0.8811,1.3224,,0.093,3,0
E2,TinyEnhancer,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__tactical_siren_glide__+0dB,SPK_006,tactical_siren_glide,NON_STATIONARY,0.0,0.94,5.03,4.09,4.84,0.8841,1.343,,0.0681,2,0
E3,CRN_Micro,RAW_PRIMARY,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__tactical_siren_glide__+0dB,SPK_006,tactical_siren_glide,NON_STATIONARY,0.0,0.94,0.52,-0.42,-2.04,0.8424,1.3094,,0.1278,5,0
E4,CRN_Micro,NLMS_RESIDUAL,False,TEST_B_UNSEEN_NOISE_REC,SPK_006__tactical_siren_glide__+0dB,SPK_006,tactical_siren_glide,NON_STATIONARY,0.0,0.94,-5.86,-6.79,-8.25,0.8624,1.5739,,0.2337,12,0
