sample_id,noise_category,scenario,system_config,delta_snr_db,si_sdr_db,stoi,pesq,nlms_better_than_ai_only
SPK_008__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,-7.91,8.58,0.907,1.45,True
SPK_008__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-13.19,2.23,0.806,1.2,True
SPK_008__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-10.2,11.7,0.877,1.47,True
SPK_008__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-13.59,1.42,0.832,1.23,True
SPK_008__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,7.74,-8.71,0.697,1.02,True
SPK_008__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,13.36,1.36,0.716,1.02,True
SPK_008__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,12.32,2.21,0.717,1.02,True
SPK_008__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,7.74,-8.71,0.697,1.02,True
SPK_008__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,12.78,0.32,0.712,1.02,True
SPK_008__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,12.44,0.93,0.713,1.02,True
SPK_008__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,9.93,-8.91,0.648,1.02,True
SPK_008__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,13.31,1.17,0.695,1.02,True
SPK_008__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,8.94,-1.17,0.657,1.02,True
SPK_008__vehicle_acceleration_track__-5dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,5.73,-4.49,0.678,1.01,True
SPK_008__vehicle_acceleration_track__-5dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,8.21,0.8,0.696,1.02,True
SPK_008__vehicle_acceleration_track__-5dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,6.74,1.73,0.699,1.02,True
SPK_008__vehicle_acceleration_track__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,5.73,-4.49,0.678,1.01,True
SPK_008__vehicle_acceleration_track__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.56,-0.36,0.694,1.02,True
SPK_008__vehicle_acceleration_track__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,7.05,0.25,0.695,1.02,True
SPK_008__vehicle_acceleration_track__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,6.16,-5.11,0.632,1.01,True
SPK_008__vehicle_acceleration_track__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,8.15,0.63,0.677,1.02,True
SPK_008__vehicle_acceleration_track__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,4.87,-0.14,0.648,1.02,True
SPK_008__tactical_siren_sweep__+0dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,2.83,-0.28,0.805,1.03,True
SPK_008__tactical_siren_sweep__+0dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,4.57,7.94,0.818,1.03,True
SPK_008__tactical_siren_sweep__+0dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,9.01,9.02,0.819,1.04,True
SPK_008__tactical_siren_sweep__+0dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,2.83,-0.28,0.805,1.03,True
SPK_008__tactical_siren_sweep__+0dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,3.39,5.69,0.814,1.03,True
SPK_008__tactical_siren_sweep__+0dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,7.19,6.34,0.814,1.03,True
SPK_008__tactical_siren_sweep__+0dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,1.62,-1.91,0.735,1.03,True
SPK_008__tactical_siren_sweep__+0dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,4.5,7.21,0.789,1.03,True
SPK_008__tactical_siren_sweep__+0dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,0.86,0.86,0.745,1.03,True
SPK_008__tank_engine_heldout_rec__+0dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,2.87,-0.19,0.742,1.02,True
SPK_008__tank_engine_heldout_rec__+0dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,3.8,4.05,0.756,1.02,True
SPK_008__tank_engine_heldout_rec__+0dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,5.52,4.91,0.757,1.03,True
SPK_008__tank_engine_heldout_rec__+0dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,2.87,-0.19,0.742,1.02,True
SPK_008__tank_engine_heldout_rec__+0dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,2.49,1.1,0.747,1.02,True
SPK_008__tank_engine_heldout_rec__+0dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,3.77,1.49,0.747,1.02,True
SPK_008__tank_engine_heldout_rec__+0dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,1.62,-1.87,0.683,1.02,True
SPK_008__tank_engine_heldout_rec__+0dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,3.69,3.29,0.723,1.02,True
SPK_008__tank_engine_heldout_rec__+0dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,0.93,0.34,0.691,1.03,True
SPK_008__helicopter_rotor_heldout_rec__+0dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,2.83,-0.28,0.805,1.03,True
SPK_008__helicopter_rotor_heldout_rec__+0dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,4.13,7.42,0.817,1.03,True
SPK_008__helicopter_rotor_heldout_rec__+0dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,8.92,8.38,0.817,1.04,True
SPK_008__helicopter_rotor_heldout_rec__+0dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,2.83,-0.28,0.805,1.03,True
SPK_008__helicopter_rotor_heldout_rec__+0dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,2.76,3.79,0.809,1.03,True
SPK_008__helicopter_rotor_heldout_rec__+0dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,5.46,4.2,0.809,1.03,True
SPK_008__helicopter_rotor_heldout_rec__+0dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,1.62,-1.91,0.735,1.03,True
SPK_008__helicopter_rotor_heldout_rec__+0dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,4.08,6.71,0.786,1.03,True
SPK_008__helicopter_rotor_heldout_rec__+0dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,0.84,0.08,0.742,1.03,True
SPK_008__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,-0.87,4.59,0.84,1.88,True
SPK_008__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,-0.23,10.86,0.846,1.92,True
SPK_008__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,7.18,12.19,0.845,1.98,True
SPK_008__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,-0.87,4.59,0.84,1.88,True
SPK_008__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,-2.42,5.12,0.851,1.85,True
SPK_008__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,0.67,5.42,0.85,1.91,True
SPK_008__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,-3.28,0.44,0.754,1.53,True
SPK_008__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-0.31,9.51,0.798,1.74,True
SPK_008__gunfire_transient_insas__+5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,-3.79,1.21,0.756,1.48,True
SPK_008__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,-0.82,4.84,0.885,2.43,True
SPK_008__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,-0.2,11.54,0.889,2.55,True
SPK_008__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,7.9,12.9,0.889,2.69,True
SPK_008__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,-0.82,4.84,0.885,2.43,True
SPK_008__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,-2.43,5.49,0.893,2.5,True
SPK_008__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,0.75,5.77,0.892,2.61,True
SPK_008__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,-3.19,0.78,0.845,1.83,True
SPK_008__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-0.33,9.09,0.867,2.39,True
SPK_008__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,0.3,5.31,0.85,2.17,True
SPK_009__tank_engine_t90__+5dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-0.83,4.4,0.823,1.03,True
SPK_009__tank_engine_t90__+5dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-0.82,8.43,0.864,1.03,True
SPK_009__tank_engine_t90__+5dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.81,9.34,0.865,1.03,True
SPK_009__tank_engine_t90__+5dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-0.83,4.4,0.823,1.03,True
SPK_009__tank_engine_t90__+5dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-2.14,4.74,0.85,1.03,True
SPK_009__tank_engine_t90__+5dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,1.01,5.18,0.85,1.03,True
SPK_009__tank_engine_t90__+5dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-3.28,-0.48,0.738,1.03,True
SPK_009__tank_engine_t90__+5dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-1.25,4.33,0.804,1.04,True
SPK_009__tank_engine_t90__+5dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-5.49,-1.49,0.767,1.04,True
SPK_009__diesel_idle_apc__+10dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-5.26,9.07,0.88,1.04,True
SPK_009__diesel_idle_apc__+10dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-5.94,11.87,0.921,1.05,True
SPK_009__diesel_idle_apc__+10dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,2.16,12.93,0.922,1.06,True
SPK_009__diesel_idle_apc__+10dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-5.26,9.07,0.88,1.04,True
SPK_009__diesel_idle_apc__+10dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-7.22,6.9,0.906,1.04,True
SPK_009__diesel_idle_apc__+10dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,-3.42,7.3,0.906,1.04,True
SPK_009__diesel_idle_apc__+10dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-8.24,0.47,0.784,1.04,True
SPK_009__diesel_idle_apc__+10dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-6.24,5.92,0.846,1.05,True
SPK_009__diesel_idle_apc__+10dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-10.44,-1.83,0.806,1.05,True
SPK_009__generator_hum_50hz__+15dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-10.05,13.58,0.929,1.13,True
SPK_009__generator_hum_50hz__+15dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-11.26,12.63,0.958,1.17,True
SPK_009__generator_hum_50hz__+15dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,-3.82,13.53,0.958,1.19,True
SPK_009__generator_hum_50hz__+15dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-10.05,13.58,0.929,1.13,True
SPK_009__generator_hum_50hz__+15dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-12.36,7.82,0.949,1.09,True
SPK_009__generator_hum_50hz__+15dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,-8.61,8.16,0.949,1.09,True
SPK_009__generator_hum_50hz__+15dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-13.23,0.83,0.823,1.1,True
SPK_009__generator_hum_50hz__+15dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-11.42,7.53,0.879,1.13,True
SPK_009__generator_hum_50hz__+15dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-15.38,-2.35,0.833,1.09,True
SPK_009__helicopter_rotor_dhruv__+5dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-0.84,4.34,0.881,1.06,True
SPK_009__helicopter_rotor_dhruv__+5dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-0.87,11.24,0.916,1.07,True
SPK_009__helicopter_rotor_dhruv__+5dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,6.98,12.27,0.917,1.08,True
SPK_009__helicopter_rotor_dhruv__+5dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-0.84,4.34,0.881,1.06,True
SPK_009__helicopter_rotor_dhruv__+5dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-2.16,6.5,0.903,1.05,True
SPK_009__helicopter_rotor_dhruv__+5dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,1.6,6.91,0.903,1.05,True
SPK_009__helicopter_rotor_dhruv__+5dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-3.28,-0.48,0.785,1.06,True
SPK_009__helicopter_rotor_dhruv__+5dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-1.03,7.79,0.861,1.07,True
SPK_009__helicopter_rotor_dhruv__+5dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-5.42,-1.68,0.811,1.06,True
SPK_009__propeller_rotor_an32__-5dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,5.48,-4.78,0.772,1.02,True
SPK_009__propeller_rotor_an32__-5dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,8.86,4.12,0.808,1.03,True
SPK_009__propeller_rotor_an32__-5dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,10.44,4.86,0.808,1.03,True
SPK_009__propeller_rotor_an32__-5dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,5.48,-4.78,0.772,1.02,True
SPK_009__propeller_rotor_an32__-5dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.75,1.82,0.796,1.03,True
SPK_009__propeller_rotor_an32__-5dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,9.19,2.24,0.796,1.03,True
SPK_009__propeller_rotor_an32__-5dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,6.05,-5.6,0.696,1.02,True
SPK_009__propeller_rotor_an32__-5dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,8.77,3.62,0.771,1.03,True
SPK_009__propeller_rotor_an32__-5dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,3.88,-1.79,0.722,1.03,True
SPK_009__vehicle_acceleration_track__+5dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,-0.83,4.4,0.823,1.03,True
SPK_009__vehicle_acceleration_track__+5dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-0.82,8.43,0.864,1.03,True
SPK_009__vehicle_acceleration_track__+5dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.81,9.34,0.865,1.03,True
SPK_009__vehicle_acceleration_track__+5dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-0.83,4.4,0.823,1.03,True
SPK_009__vehicle_acceleration_track__+5dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-2.14,4.74,0.85,1.03,True
SPK_009__vehicle_acceleration_track__+5dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,1.01,5.18,0.85,1.03,True
SPK_009__vehicle_acceleration_track__+5dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-3.28,-0.48,0.738,1.03,True
SPK_009__vehicle_acceleration_track__+5dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-1.25,4.33,0.804,1.04,True
SPK_009__vehicle_acceleration_track__+5dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-5.49,-1.49,0.767,1.04,True
SPK_009__tactical_siren_sweep__-5dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,5.48,-4.78,0.772,1.02,True
SPK_009__tactical_siren_sweep__-5dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,8.86,4.12,0.808,1.03,True
SPK_009__tactical_siren_sweep__-5dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,10.44,4.86,0.808,1.03,True
SPK_009__tactical_siren_sweep__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,5.48,-4.78,0.772,1.02,True
SPK_009__tactical_siren_sweep__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.75,1.82,0.796,1.03,True
SPK_009__tactical_siren_sweep__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,9.19,2.24,0.796,1.03,True
SPK_009__tactical_siren_sweep__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,6.05,-5.6,0.696,1.02,True
SPK_009__tactical_siren_sweep__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,8.77,3.62,0.771,1.03,True
SPK_009__tactical_siren_sweep__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,3.88,-1.79,0.722,1.03,True
SPK_009__tank_engine_heldout_rec__-5dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,5.59,-4.61,0.715,1.02,True
SPK_009__tank_engine_heldout_rec__-5dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,7.99,0.37,0.753,1.02,True
SPK_009__tank_engine_heldout_rec__-5dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,6.75,1.09,0.755,1.02,True
SPK_009__tank_engine_heldout_rec__-5dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,5.59,-4.61,0.715,1.02,True
SPK_009__tank_engine_heldout_rec__-5dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.05,-1.88,0.738,1.02,True
SPK_009__tank_engine_heldout_rec__-5dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,6.27,-1.46,0.738,1.02,True
SPK_009__tank_engine_heldout_rec__-5dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,6.08,-5.48,0.658,1.02,True
SPK_009__tank_engine_heldout_rec__-5dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,7.83,-0.1,0.716,1.02,True
SPK_009__tank_engine_heldout_rec__-5dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,4.05,-1.75,0.681,1.02,True
SPK_009__helicopter_rotor_heldout_rec__-5dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,5.48,-4.78,0.772,1.02,True
SPK_009__helicopter_rotor_heldout_rec__-5dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,8.86,4.12,0.808,1.03,True
SPK_009__helicopter_rotor_heldout_rec__-5dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,10.44,4.86,0.808,1.03,True
SPK_009__helicopter_rotor_heldout_rec__-5dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,5.48,-4.78,0.772,1.02,True
SPK_009__helicopter_rotor_heldout_rec__-5dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.75,1.82,0.796,1.03,True
SPK_009__helicopter_rotor_heldout_rec__-5dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,9.19,2.24,0.796,1.03,True
SPK_009__helicopter_rotor_heldout_rec__-5dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,6.05,-5.6,0.696,1.02,True
SPK_009__helicopter_rotor_heldout_rec__-5dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,8.77,3.62,0.771,1.03,True
SPK_009__helicopter_rotor_heldout_rec__-5dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,3.88,-1.79,0.722,1.03,True
SPK_009__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,2.95,0.18,0.79,1.5,False
SPK_009__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,2.63,3.52,0.769,1.55,False
SPK_009__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,4.99,3.48,0.765,1.55,False
SPK_009__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,2.95,0.18,0.79,1.5,True
SPK_009__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,2.36,3.7,0.805,1.54,True
SPK_009__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,4.89,3.97,0.804,1.59,True
SPK_009__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,1.51,-2.41,0.701,1.35,True
SPK_009__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,2.53,2.16,0.702,1.49,True
SPK_009__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,-1.32,-4.99,0.658,1.35,True
SPK_009__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,-0.78,4.76,0.873,2.29,False
SPK_009__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,-2.35,6.51,0.866,2.48,False
SPK_009__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,1.15,6.73,0.865,2.48,False
SPK_009__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,-0.78,4.76,0.873,2.29,True
SPK_009__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,-2.58,5.84,0.882,2.41,True
SPK_009__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,0.49,6.08,0.881,2.41,True
SPK_009__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,-3.24,-0.27,0.818,1.79,False
SPK_009__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-3.08,0.19,0.793,2.06,False
SPK_009__artillery_blast_dhanush__+5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,-3.48,-2.64,0.779,1.95,False
SPK_010__tank_engine_t90__-10dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,10.47,-8.64,0.497,1.01,True
SPK_010__tank_engine_t90__-10dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,12.42,-1.26,0.561,1.02,True
SPK_010__tank_engine_t90__-10dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,5.49,-4.76,0.469,1.02,True
SPK_010__tank_engine_t90__-10dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,10.47,-8.64,0.497,1.01,True
SPK_010__tank_engine_t90__-10dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,11.81,-2.86,0.537,1.02,True
SPK_010__tank_engine_t90__-10dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,5.47,-5.82,0.459,1.01,True
SPK_010__tank_engine_t90__-10dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,10.42,-8.84,0.474,1.01,True
SPK_010__tank_engine_t90__-10dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,12.39,-1.34,0.543,1.02,True
SPK_010__tank_engine_t90__-10dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,5.13,-5.11,0.438,1.02,True
SPK_010__diesel_idle_apc__-5dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,5.72,-4.56,0.614,1.01,True
SPK_010__diesel_idle_apc__-5dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,8.24,0.99,0.643,1.02,True
SPK_010__diesel_idle_apc__-5dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.88,-0.15,0.603,1.02,True
SPK_010__diesel_idle_apc__-5dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,5.72,-4.56,0.614,1.01,True
SPK_010__diesel_idle_apc__-5dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.59,-0.29,0.633,1.02,True
SPK_010__diesel_idle_apc__-5dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,4.86,-1.42,0.592,1.02,True
