sample_id,noise_category,scenario,system_config,delta_snr_db,si_sdr_db,stoi,pesq,nlms_better_than_ai_only
SPK_004__tank_engine_heldout_rec__+0dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,3.9,4.29,0.753,1.03,True
SPK_004__tank_engine_heldout_rec__+0dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,5.63,5.08,0.753,1.03,True
SPK_004__tank_engine_heldout_rec__+0dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,2.91,-0.1,0.732,1.02,True
SPK_004__tank_engine_heldout_rec__+0dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,2.62,1.56,0.744,1.02,True
SPK_004__tank_engine_heldout_rec__+0dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,4.04,1.95,0.744,1.02,True
SPK_004__tank_engine_heldout_rec__+0dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,1.63,-1.83,0.668,1.02,True
SPK_004__tank_engine_heldout_rec__+0dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,3.77,3.51,0.712,1.03,True
SPK_004__tank_engine_heldout_rec__+0dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,1.01,0.46,0.68,1.03,True
SPK_004__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-10.07,13.53,0.882,1.42,True
SPK_004__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-11.43,11.77,0.923,1.62,True
SPK_004__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,-4.76,12.54,0.923,1.67,True
SPK_004__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-10.07,13.53,0.882,1.42,True
SPK_004__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-12.49,6.6,0.895,1.39,True
SPK_004__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,-9.17,6.85,0.895,1.41,True
SPK_004__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-13.17,2.2,0.793,1.23,True
SPK_004__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-11.47,9.43,0.878,1.49,True
SPK_004__helicopter_rotor_heldout_rec__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-14.09,-1.23,0.834,1.2,True
SPK_004__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,3.07,0.53,0.81,1.53,True
SPK_004__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,4.63,8.25,0.834,1.59,True
SPK_004__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,9.22,9.17,0.833,1.63,True
SPK_004__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,3.07,0.53,0.81,1.53,True
SPK_004__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,2.5,3.9,0.832,1.61,True
SPK_004__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,5.12,4.12,0.83,1.65,True
SPK_004__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,1.57,-1.62,0.722,1.34,True
SPK_004__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,4.55,7.44,0.786,1.47,True
SPK_004__gunfire_transient_insas__+0dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,0.76,0.71,0.741,1.34,True
SPK_004__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,7.92,0.04,0.853,2.15,True
SPK_004__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,9.8,10.45,0.86,2.4,True
SPK_004__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,16.41,11.4,0.86,2.51,True
SPK_004__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,7.92,0.04,0.853,2.15,True
SPK_004__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,7.49,4.87,0.863,2.43,True
SPK_004__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,10.41,5.09,0.862,2.54,True
SPK_004__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,6.72,-1.71,0.818,1.72,True
SPK_004__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,9.72,8.96,0.844,2.38,True
SPK_004__artillery_blast_dhanush__-5dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,10.23,5.24,0.826,2.2,True
SPK_005__tank_engine_t90__+0dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,2.86,-0.21,0.732,1.02,True
SPK_005__tank_engine_t90__+0dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,4.07,4.24,0.746,1.02,True
SPK_005__tank_engine_t90__+0dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,5.21,5.22,0.747,1.03,True
SPK_005__tank_engine_t90__+0dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,2.86,-0.21,0.732,1.02,True
SPK_005__tank_engine_t90__+0dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,3.15,2.88,0.742,1.02,True
SPK_005__tank_engine_t90__+0dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,4.96,3.51,0.742,1.02,True
SPK_005__tank_engine_t90__+0dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,1.62,-1.89,0.678,1.02,True
SPK_005__tank_engine_t90__+0dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,3.95,3.62,0.713,1.02,True
SPK_005__tank_engine_t90__+0dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,0.88,0.89,0.684,1.03,True
SPK_005__diesel_idle_apc__-10dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,10.43,-8.52,0.57,1.01,True
SPK_005__diesel_idle_apc__-10dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,12.28,-1.6,0.631,1.02,True
SPK_005__diesel_idle_apc__-10dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,9.48,-0.66,0.635,1.02,True
SPK_005__diesel_idle_apc__-10dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,10.43,-8.52,0.57,1.01,True
SPK_005__diesel_idle_apc__-10dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,11.76,-3.01,0.617,1.02,True
SPK_005__diesel_idle_apc__-10dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,9.77,-2.4,0.62,1.02,True
SPK_005__diesel_idle_apc__-10dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,10.37,-8.74,0.545,1.01,True
SPK_005__diesel_idle_apc__-10dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,12.24,-1.68,0.605,1.02,True
SPK_005__diesel_idle_apc__-10dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,8.6,-1.54,0.588,1.02,True
SPK_005__generator_hum_50hz__+5dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-0.91,4.32,0.778,1.03,True
SPK_005__generator_hum_50hz__+5dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-0.38,8.71,0.791,1.03,True
SPK_005__generator_hum_50hz__+5dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.93,9.94,0.792,1.04,True
SPK_005__generator_hum_50hz__+5dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-0.91,4.32,0.778,1.03,True
SPK_005__generator_hum_50hz__+5dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-1.7,5.93,0.786,1.03,True
SPK_005__generator_hum_50hz__+5dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,2.27,6.58,0.786,1.03,True
SPK_005__generator_hum_50hz__+5dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-3.24,0.45,0.712,1.03,True
SPK_005__generator_hum_50hz__+5dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-0.63,6.14,0.765,1.03,True
SPK_005__generator_hum_50hz__+5dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-3.87,1.14,0.733,1.03,True
SPK_005__helicopter_rotor_dhruv__+0dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,2.82,-0.31,0.766,1.02,True
SPK_005__helicopter_rotor_dhruv__+0dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,4.55,7.87,0.777,1.04,True
SPK_005__helicopter_rotor_dhruv__+0dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,8.97,8.97,0.778,1.04,True
SPK_005__helicopter_rotor_dhruv__+0dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,2.82,-0.31,0.766,1.02,True
SPK_005__helicopter_rotor_dhruv__+0dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,3.41,5.79,0.774,1.03,True
SPK_005__helicopter_rotor_dhruv__+0dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,7.29,6.47,0.775,1.03,True
SPK_005__helicopter_rotor_dhruv__+0dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,1.62,-1.94,0.7,1.02,True
SPK_005__helicopter_rotor_dhruv__+0dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,4.49,7.17,0.746,1.04,True
SPK_005__helicopter_rotor_dhruv__+0dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,0.85,0.85,0.705,1.04,True
SPK_005__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-5.37,8.88,0.823,1.16,True
SPK_005__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-5.11,16.1,0.849,1.31,True
SPK_005__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,8.74,18.74,0.85,1.36,True
SPK_005__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-5.37,8.88,0.823,1.16,True
SPK_005__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-6.89,8.56,0.844,1.19,True
SPK_005__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,-2.06,9.14,0.845,1.21,True
SPK_005__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-8.2,1.7,0.748,1.11,True
SPK_005__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-5.24,11.16,0.817,1.27,True
SPK_005__propeller_rotor_an32__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-8.63,1.37,0.774,1.16,True
SPK_005__vehicle_acceleration_track__+10dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,-5.37,8.91,0.808,1.05,True
SPK_005__vehicle_acceleration_track__+10dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-5.17,13.15,0.828,1.1,True
SPK_005__vehicle_acceleration_track__+10dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.92,14.92,0.829,1.12,True
SPK_005__vehicle_acceleration_track__+10dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-5.37,8.91,0.808,1.05,True
SPK_005__vehicle_acceleration_track__+10dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-6.83,7.81,0.819,1.06,True
SPK_005__vehicle_acceleration_track__+10dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,-2.14,8.4,0.819,1.07,True
SPK_005__vehicle_acceleration_track__+10dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-8.21,1.68,0.734,1.04,True
SPK_005__vehicle_acceleration_track__+10dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-5.39,8.49,0.801,1.08,True
SPK_005__vehicle_acceleration_track__+10dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-8.69,1.32,0.767,1.07,True
SPK_005__tactical_siren_sweep__-5dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,5.61,-4.65,0.726,1.02,True
SPK_005__tactical_siren_sweep__-5dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,9.11,4.47,0.737,1.03,True
SPK_005__tactical_siren_sweep__-5dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,10.41,5.41,0.738,1.03,True
SPK_005__tactical_siren_sweep__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,AI_ONLY,5.61,-4.65,0.726,1.02,True
SPK_005__tactical_siren_sweep__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,8.31,3.34,0.735,1.02,True
SPK_005__tactical_siren_sweep__-5dB,NON_STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,10.27,4.0,0.735,1.03,True
SPK_005__tactical_siren_sweep__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,6.14,-5.24,0.671,1.02,True
SPK_005__tactical_siren_sweep__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,9.06,4.18,0.709,1.03,True
SPK_005__tactical_siren_sweep__-5dB,NON_STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,5.1,0.1,0.671,1.03,True
SPK_005__tank_engine_heldout_rec__+5dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-0.91,4.32,0.778,1.03,True
SPK_005__tank_engine_heldout_rec__+5dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-0.9,8.08,0.791,1.03,True
SPK_005__tank_engine_heldout_rec__+5dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.64,9.14,0.791,1.03,True
SPK_005__tank_engine_heldout_rec__+5dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-0.91,4.32,0.778,1.03,True
SPK_005__tank_engine_heldout_rec__+5dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-2.32,3.91,0.781,1.03,True
SPK_005__tank_engine_heldout_rec__+5dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,0.45,4.32,0.781,1.03,True
SPK_005__tank_engine_heldout_rec__+5dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-3.24,0.45,0.712,1.03,True
SPK_005__tank_engine_heldout_rec__+5dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-1.14,5.28,0.764,1.03,True
SPK_005__tank_engine_heldout_rec__+5dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-3.96,0.14,0.733,1.03,True
SPK_005__helicopter_rotor_heldout_rec__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-5.37,8.88,0.823,1.16,True
SPK_005__helicopter_rotor_heldout_rec__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-6.16,12.15,0.859,1.27,True
SPK_005__helicopter_rotor_heldout_rec__+10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,1.74,13.4,0.86,1.32,True
SPK_005__helicopter_rotor_heldout_rec__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-5.37,8.88,0.823,1.16,True
SPK_005__helicopter_rotor_heldout_rec__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-7.38,6.37,0.834,1.14,True
SPK_005__helicopter_rotor_heldout_rec__+10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,-3.89,6.73,0.834,1.16,True
SPK_005__helicopter_rotor_heldout_rec__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-8.2,1.7,0.748,1.11,True
SPK_005__helicopter_rotor_heldout_rec__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-6.24,9.51,0.828,1.25,True
SPK_005__helicopter_rotor_heldout_rec__+10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-8.86,-0.5,0.784,1.14,True
SPK_005__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,-5.36,9.09,0.888,1.87,False
SPK_005__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,-5.15,13.65,0.885,1.85,False
SPK_005__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,5.42,15.45,0.885,1.91,False
SPK_005__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,-5.36,9.09,0.888,1.87,True
SPK_005__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,-7.3,6.53,0.894,1.83,True
SPK_005__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,-3.69,6.84,0.894,1.89,True
SPK_005__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,-8.23,1.64,0.802,1.5,True
SPK_005__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-5.23,11.35,0.839,1.68,True
SPK_005__gunfire_transient_insas__+10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,-8.61,1.4,0.797,1.46,True
SPK_005__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,AI_ONLY,12.66,-0.58,0.853,2.28,True
SPK_005__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,HYBRID_PROTECTED,14.72,10.81,0.863,2.44,True
SPK_005__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,MATCHED_REFERENCE,NLMS_ONLY,21.82,11.79,0.861,2.54,True
SPK_005__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,AI_ONLY,12.66,-0.58,0.853,2.28,True
SPK_005__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,HYBRID_PROTECTED,12.65,5.59,0.867,2.48,True
SPK_005__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,SPEECH_LEAKAGE,NLMS_ONLY,15.96,5.89,0.866,2.58,True
SPK_005__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,AI_ONLY,11.71,-2.12,0.821,1.82,True
SPK_005__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,HYBRID_PROTECTED,14.64,9.21,0.842,2.42,True
SPK_005__artillery_blast_dhanush__-10dB,IMPULSIVE_DEFENCE,IMPULSIVE_SPIKE,NLMS_ONLY,15.53,5.51,0.824,2.39,True
SPK_006__tank_engine_t90__+5dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-0.93,4.31,0.767,1.03,True
SPK_006__tank_engine_t90__+5dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-0.4,8.72,0.78,1.03,True
SPK_006__tank_engine_t90__+5dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,4.97,9.96,0.781,1.04,True
SPK_006__tank_engine_t90__+5dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-0.93,4.31,0.767,1.03,True
SPK_006__tank_engine_t90__+5dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-1.67,6.1,0.778,1.03,True
SPK_006__tank_engine_t90__+5dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,2.44,6.8,0.779,1.03,True
SPK_006__tank_engine_t90__+5dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-3.24,0.55,0.728,1.03,True
SPK_006__tank_engine_t90__+5dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-0.63,6.29,0.757,1.03,True
SPK_006__tank_engine_t90__+5dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-3.56,1.44,0.731,1.04,True
SPK_006__diesel_idle_apc__+0dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,2.85,-0.22,0.712,1.02,True
SPK_006__diesel_idle_apc__+0dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,4.08,4.36,0.728,1.02,True
SPK_006__diesel_idle_apc__+0dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,5.39,5.37,0.73,1.03,True
SPK_006__diesel_idle_apc__+0dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,2.85,-0.22,0.712,1.02,True
SPK_006__diesel_idle_apc__+0dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,3.19,3.12,0.728,1.02,True
SPK_006__diesel_idle_apc__+0dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,5.19,3.8,0.728,1.02,True
SPK_006__diesel_idle_apc__+0dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,1.62,-1.84,0.685,1.02,True
SPK_006__diesel_idle_apc__+0dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,3.98,3.81,0.709,1.02,True
SPK_006__diesel_idle_apc__+0dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,1.27,1.26,0.685,1.03,True
SPK_006__generator_hum_50hz__+15dB,STATIONARY,MATCHED_REFERENCE,AI_ONLY,-10.18,13.3,0.82,1.17,True
SPK_006__generator_hum_50hz__+15dB,STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-10.12,16.99,0.855,1.28,True
SPK_006__generator_hum_50hz__+15dB,STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,5.01,20.01,0.856,1.32,True
SPK_006__generator_hum_50hz__+15dB,STATIONARY,SPEECH_LEAKAGE,AI_ONLY,-10.18,13.3,0.82,1.17,True
SPK_006__generator_hum_50hz__+15dB,STATIONARY,SPEECH_LEAKAGE,HYBRID_PROTECTED,-11.96,8.59,0.836,1.18,True
SPK_006__generator_hum_50hz__+15dB,STATIONARY,SPEECH_LEAKAGE,NLMS_ONLY,-7.26,9.11,0.837,1.2,True
SPK_006__generator_hum_50hz__+15dB,STATIONARY,IMPULSIVE_SPIKE,AI_ONLY,-13.19,2.36,0.765,1.12,True
SPK_006__generator_hum_50hz__+15dB,STATIONARY,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-10.26,11.08,0.822,1.21,True
SPK_006__generator_hum_50hz__+15dB,STATIONARY,IMPULSIVE_SPIKE,NLMS_ONLY,-13.29,1.71,0.789,1.16,True
SPK_006__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,-10.18,13.28,0.851,1.35,True
SPK_006__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,-10.09,19.09,0.885,1.63,True
SPK_006__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,8.97,23.97,0.886,1.7,True
SPK_006__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,-10.18,13.28,0.851,1.35,True
SPK_006__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,-12.01,8.87,0.867,1.41,True
SPK_006__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,-7.33,9.38,0.868,1.44,True
SPK_006__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,-13.19,2.37,0.792,1.21,True
SPK_006__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,-10.22,11.84,0.859,1.48,True
SPK_006__helicopter_rotor_dhruv__+15dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,-13.38,1.63,0.821,1.27,True
SPK_006__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,AI_ONLY,7.77,-8.72,0.633,1.01,True
SPK_006__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,HYBRID_PROTECTED,13.37,1.47,0.65,1.02,True
SPK_006__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,MATCHED_REFERENCE,NLMS_ONLY,12.54,2.38,0.652,1.02,True
SPK_006__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,AI_ONLY,7.77,-8.72,0.633,1.01,True
SPK_006__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,HYBRID_PROTECTED,12.87,0.65,0.647,1.02,True
SPK_006__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,SPEECH_LEAKAGE,NLMS_ONLY,12.73,1.34,0.649,1.02,True
SPK_006__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,AI_ONLY,9.94,-8.91,0.612,1.01,True
SPK_006__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,HYBRID_PROTECTED,13.31,1.25,0.634,1.02,True
SPK_006__propeller_rotor_an32__-10dB,PERIODIC_ROTOR,IMPULSIVE_SPIKE,NLMS_ONLY,9.15,-1.01,0.612,1.02,True
SPK_006__vehicle_acceleration_track__+10dB,NON_STATIONARY,MATCHED_REFERENCE,AI_ONLY,-5.38,8.91,0.797,1.05,True
SPK_006__vehicle_acceleration_track__+10dB,NON_STATIONARY,MATCHED_REFERENCE,HYBRID_PROTECTED,-5.19,13.22,0.816,1.1,True
SPK_006__vehicle_acceleration_track__+10dB,NON_STATIONARY,MATCHED_REFERENCE,NLMS_ONLY,5.0,14.99,0.817,1.13,True
